expense_id,restaurant_id,exp_date,bills,vendors,wage_advances,repairs,sundries,total_expense
17328,48,2024-06-21,2.73,150.3,80.55,392.79,77.67,704.04
17329,48,2024-06-22,796.9,122.86,562.54,129.93,21.73,1633.96
17330,48,2024-06-23,343.34,79.43,831.71,1410.63,60.21,2725.32
17331,48,2024-06-24,484.49,60.54,329.9,729.48,59.61,1664.02
17332,48,2024-06-25,304.71,135.83,203.36,1744.25,96.69,2484.84
17333,48,2024-06-26,804.82,67.91,821.6,1643.76,96.83,3434.92
17334,48,2024-06-27,809.6,193.31,262.59,1011.76,38.35,2315.61
17335,48,2024-06-28,654.93,64.12,756.81,219.43,68.09,1763.38
17336,48,2024-06-29,393.48,34.37,928.46,1118.99,47.88,2523.18
17337,48,2024-06-30,77.93,116.55,117.61,1681.39,75.12,2068.6
17338,48,2024-07-01,969.65,116.75,802.05,934.17,80.81,2903.43
17339,48,2024-07-02,144.73,148.92,443.07,1657.89,69.72,2464.33
17340,48,2024-07-03,9.13,8.14,700.43,1193.64,4.37,1915.71
17341,48,2024-07-04,484.22,53.73,621.99,1137.02,43.6,2340.56
17342,48,2024-07-05,355.31,56.92,360.47,533.42,25.47,1331.59
17343,48,2024-07-06,799.53,115.33,962.59,1247.95,41.01,3166.41
17344,48,2024-07-07,364.26,171.25,490.38,1114.72,77.57,2218.18
17345,48,2024-07-08,383.5,182.84,600.65,233.73,1.18,1401.9
17346,48,2024-07-09,134.37,164.84,142.85,1565.31,48.26,2055.63
17347,48,2024-07-10,691.54,143.12,317.9,724.47,69.24,1946.27
17348,48,2024-07-11,290.28,52.25,465.2,171.59,49.28,1028.6
17349,48,2024-07-12,824.63,26.54,634.31,729.53,1.91,2216.92
17350,48,2024-07-13,280.05,111.25,321.4,1545.92,58.66,2317.28
17351,48,2024-07-14,832.9,52.29,956.33,1638.21,58.58,3538.31
17352,48,2024-07-15,247.13,46.58,596.06,96.92,59.68,1046.37
17353,48,2024-07-16,64.31,52.99,523.98,580.7,79.13,1301.11
17354,48,2024-07-17,598.83,78.47,484.0,541.96,30.83,1734.09
17355,48,2024-07-18,686.47,149.55,458.13,1574.18,25.69,2894.02
17356,48,2024-07-19,26.16,192.8,56.99,126.44,16.58,418.97
17357,48,2024-07-20,358.43,72.45,270.8,1050.04,58.26,1809.98
17358,48,2024-07-21,868.96,119.08,586.65,1345.32,95.59,3015.6
17359,48,2024-07-22,618.02,92.13,255.45,74.96,43.05,1083.61
17360,48,2024-07-23,81.63,153.45,42.2,14.67,66.15,358.1
17361,48,2024-07-24,422.58,140.46,388.02,330.61,26.39,1308.06
17362,48,2024-07-25,12.27,72.09,933.15,627.95,21.28,1666.74
17363,48,2024-07-26,80.48,166.81,532.23,1476.26,84.48,2340.26
17364,48,2024-07-27,290.51,75.07,700.24,132.82,94.38,1293.02
17365,48,2024-07-28,947.16,110.99,249.18,609.38,26.27,1942.98
17366,48,2024-07-29,607.4,182.67,674.45,923.94,10.05,2398.51
17367,48,2024-07-30,83.35,17.6,320.92,1095.59,30.84,1548.3
17368,48,2024-07-31,261.51,8.02,325.12,1912.45,52.07,2559.17
17369,48,2024-08-01,984.79,197.93,505.51,74.2,46.24,1808.67
17370,48,2024-08-02,555.56,70.65,116.99,473.57,77.53,1294.3
17371,48,2024-08-03,481.96,96.52,790.0,1028.28,60.97,2457.73
17372,48,2024-08-04,111.75,88.31,542.32,1821.23,35.32,2598.93
17373,48,2024-08-05,965.31,22.15,979.84,1893.6,99.3,3960.2
17374,48,2024-08-06,78.3,65.08,881.84,1025.7,75.73,2126.65
17375,48,2024-08-07,487.95,5.82,277.34,529.55,36.98,1337.64
17376,48,2024-08-08,907.39,132.87,785.05,1547.22,41.83,3414.36
17377,48,2024-08-09,271.08,104.02,292.17,1649.41,51.14,2367.82
17378,48,2024-08-10,221.58,142.34,891.41,284.06,83.1,1622.49
17379,48,2024-08-11,672.55,86.25,598.78,1714.99,83.23,3155.8
17380,48,2024-08-12,443.8,6.78,229.98,459.37,34.77,1174.7
17381,48,2024-08-13,733.05,199.13,985.77,603.89,94.71,2616.55
17382,48,2024-08-14,501.02,169.42,785.13,978.35,85.15,2519.07
17383,48,2024-08-15,656.75,181.3,149.86,1357.36,11.97,2357.24
17384,48,2024-08-16,334.75,52.34,243.47,671.16,84.06,1385.78
17385,48,2024-08-17,482.45,35.3,573.47,273.84,31.96,1397.02
17386,48,2024-08-18,145.17,61.57,873.11,212.47,44.66,1336.98
17387,48,2024-08-19,820.47,8.77,332.9,1088.37,10.98,2261.49
17388,48,2024-08-20,382.16,16.72,427.06,36.6,94.32,956.86
17389,48,2024-08-21,725.63,153.12,616.96,1200.24,33.82,2729.77
17390,48,2024-08-22,115.11,49.24,697.18,56.7,82.09,1000.32
17391,48,2024-08-23,801.47,59.83,626.67,24.73,19.14,1531.84
17392,48,2024-08-24,484.77,4.52,623.02,1282.92,31.09,2426.32
17393,48,2024-08-25,324.8,21.13,280.16,1301.82,80.83,2008.74
17394,48,2024-08-26,993.86,30.73,727.55,1170.37,36.33,2958.84
17395,48,2024-08-27,630.78,138.21,431.3,533.55,22.02,1755.86
17396,48,2024-08-28,873.85,111.77,135.63,1386.38,5.64,2513.27
17397,48,2024-08-29,525.93,164.01,756.38,42.11,48.88,1537.31
17398,48,2024-08-30,913.55,6.76,307.93,361.53,61.18,1650.95
17399,48,2024-08-31,89.74,23.51,330.64,1967.82,81.54,2493.25
17400,48,2024-09-01,336.02,53.52,261.03,1276.2,33.79,1960.56
17401,48,2024-09-02,836.66,77.1,319.72,933.0,65.75,2232.23
17402,48,2024-09-03,208.96,138.1,17.47,288.01,20.86,673.4
17403,48,2024-09-04,518.13,39.51,181.37,1791.74,58.45,2589.2
17404,48,2024-09-05,828.39,193.62,616.29,1424.18,62.17,3124.65
17405,48,2024-09-06,235.12,95.31,274.56,212.19,40.91,858.09
17406,48,2024-09-07,547.65,11.39,882.3,140.02,96.24,1677.6
17407,48,2024-09-08,544.65,111.44,926.92,1026.01,78.08,2687.1
17408,48,2024-09-09,83.11,143.47,595.34,326.53,14.3,1162.75
17409,48,2024-09-10,326.83,62.11,0.72,563.47,93.95,1047.08
17410,48,2024-09-11,789.68,186.36,277.87,1961.2,50.86,3265.97
17411,48,2024-09-12,562.3,143.32,700.17,1325.74,76.38,2807.91
17412,48,2024-09-13,425.75,102.36,222.84,857.43,84.55,1692.93
17413,48,2024-09-14,661.0,29.27,267.55,195.81,11.65,1165.28
17414,48,2024-09-15,491.81,82.62,413.41,683.4,65.04,1736.28
17415,48,2024-09-16,139.49,122.02,836.15,1530.01,89.51,2717.18
17416,48,2024-09-17,205.84,60.21,233.09,707.43,55.46,1262.03
17417,48,2024-09-18,6.71,114.13,275.62,1422.87,88.08,1907.41
17418,48,2024-09-19,702.81,42.12,226.17,1230.98,72.15,2274.23
17419,48,2024-09-20,61.57,65.83,131.72,1681.99,89.67,2030.78
17420,48,2024-09-21,541.0,91.98,737.64,150.6,24.0,1545.22
17421,48,2024-09-22,342.98,12.88,421.23,1762.51,95.32,2634.92
17422,48,2024-09-23,83.92,192.7,757.21,1848.0,3.17,2885.0
17423,48,2024-09-24,393.38,51.69,981.03,322.62,94.85,1843.57
17424,48,2024-09-25,941.22,11.59,148.6,1674.13,12.8,2788.34
17425,48,2024-09-26,919.77,171.03,270.87,1764.52,40.71,3166.9
17426,48,2024-09-27,44.13,153.05,760.1,1857.07,26.62,2840.97
17427,48,2024-09-28,16.3,20.01,681.86,1761.81,34.71,2514.69
17428,48,2024-09-29,158.15,191.52,328.31,1357.84,85.69,2121.51
17429,48,2024-09-30,250.66,31.32,314.37,384.53,99.3,1080.18
17430,48,2024-10-01,84.48,116.68,940.07,1071.52,77.6,2290.35
17431,48,2024-10-02,590.9,0.65,635.95,1999.16,30.39,3257.05
17432,48,2024-10-03,524.95,191.46,314.39,746.67,10.76,1788.23
17433,48,2024-10-04,365.44,135.53,781.94,379.19,66.17,1728.27
17434,48,2024-10-05,148.98,141.79,623.04,1482.63,61.87,2458.31
17435,48,2024-10-06,518.53,112.2,96.14,175.36,93.12,995.35
17436,48,2024-10-07,423.62,29.25,646.98,145.88,49.8,1295.53
17437,48,2024-10-08,959.57,156.8,615.41,1447.47,97.69,3276.94
17438,48,2024-10-09,597.16,30.26,133.14,127.23,41.26,929.05
17439,48,2024-10-10,493.09,157.91,997.05,1400.27,66.13,3114.45
17440,48,2024-10-11,396.94,25.12,324.68,138.86,53.33,938.93
17441,48,2024-10-12,874.6,62.02,614.01,976.89,4.63,2532.15
17442,48,2024-10-13,782.88,56.32,926.55,103.33,82.18,1951.26
17443,48,2024-10-14,134.54,44.79,78.64,996.88,71.73,1326.58
17444,48,2024-10-15,726.58,39.08,671.57,780.51,8.39,2226.13
17445,48,2024-10-16,744.47,18.34,429.63,1096.76,47.38,2336.58
17446,48,2024-10-17,835.52,5.87,710.13,1509.33,44.43,3105.28
17447,48,2024-10-18,758.44,155.97,3.55,1310.42,57.04,2285.42
17448,48,2024-10-19,308.39,107.85,670.05,1355.63,66.83,2508.75
17449,48,2024-10-20,115.26,6.49,283.62,89.87,86.94,582.18
17450,48,2024-10-21,862.86,175.22,973.51,670.2,23.63,2705.42
17451,48,2024-10-22,851.76,160.33,613.25,35.85,65.9,1727.09
17452,48,2024-10-23,659.99,64.36,992.93,264.87,28.5,2010.65
17453,48,2024-10-24,164.64,159.17,601.11,101.85,13.74,1040.51
17454,48,2024-10-25,706.07,116.9,755.04,1093.75,54.12,2725.88
17455,48,2024-10-26,708.84,96.67,207.43,1573.88,89.8,2676.62
17456,48,2024-10-27,423.4,0.31,18.1,129.01,9.52,580.34
17457,48,2024-10-28,296.82,90.08,985.01,1121.44,50.85,2544.2
17458,48,2024-10-29,107.8,67.65,148.25,646.18,8.0,977.88
17459,48,2024-10-30,637.44,104.01,599.2,587.16,38.98,1966.79
17460,48,2024-10-31,688.7,180.09,799.57,990.91,98.09,2757.36
17461,48,2024-11-01,44.7,153.37,529.78,358.52,2.5,1088.87
17462,48,2024-11-02,971.23,182.69,985.13,814.4,72.02,3025.47
17463,48,2024-11-03,975.63,24.54,761.35,1513.43,95.4,3370.35
17464,48,2024-11-04,290.11,14.36,377.5,773.55,65.87,1521.39
17465,48,2024-11-05,865.0,198.64,840.44,604.62,32.51,2541.21
17466,48,2024-11-06,850.53,163.49,2.2,651.98,98.5,1766.7
17467,48,2024-11-07,607.78,127.88,324.32,1004.2,38.23,2102.41
17468,48,2024-11-08,867.58,90.29,47.72,363.87,67.67,1437.13
17469,48,2024-11-09,687.6,194.3,983.77,17.7,69.79,1953.16
17470,48,2024-11-10,269.73,181.08,302.86,489.79,90.32,1333.78
17471,48,2024-11-11,458.64,129.59,176.76,1253.01,99.19,2117.19
17472,48,2024-11-12,557.75,131.36,352.44,1568.33,44.45,2654.33
17473,48,2024-11-13,480.15,60.27,753.71,885.29,45.77,2225.19
17474,48,2024-11-14,518.84,53.06,905.4,1380.88,43.11,2901.29
17475,48,2024-11-15,758.38,157.66,516.33,1971.35,6.18,3409.9
17476,48,2024-11-16,987.78,131.91,153.06,1490.88,44.13,2807.76
17477,48,2024-11-17,33.3,148.48,29.63,1896.31,15.41,2123.13
17478,48,2024-11-18,514.29,183.75,650.21,862.79,85.35,2296.39
17479,48,2024-11-19,371.67,17.95,284.9,1722.23,21.62,2418.37
17480,48,2024-11-20,794.12,172.96,227.01,368.59,37.72,1600.4
17481,48,2024-11-21,902.08,194.54,179.17,1347.0,49.17,2671.96
17482,48,2024-11-22,316.19,66.25,616.47,706.21,91.38,1796.5
17483,48,2024-11-23,576.97,175.95,861.93,390.57,19.11,2024.53
17484,48,2024-11-24,176.02,178.15,898.7,1948.9,50.64,3252.41
17485,48,2024-11-25,846.2,14.8,116.64,1525.73,15.58,2518.95
17486,48,2024-11-26,172.22,112.74,539.58,1277.8,2.42,2104.76
17487,48,2024-11-27,82.39,79.11,958.33,1329.71,28.24,2477.78
17488,48,2024-11-28,837.24,66.34,667.03,775.5,7.3,2353.41
17489,48,2024-11-29,386.12,116.79,412.11,1528.7,37.17,2480.89
17490,48,2024-11-30,319.88,76.1,265.49,29.35,83.58,774.4
17491,48,2024-12-01,14.62,84.8,846.71,3.42,90.24,1039.79
17492,48,2024-12-02,197.79,129.01,190.5,518.35,82.13,1117.78
17493,48,2024-12-03,155.67,77.96,9.14,1259.89,68.91,1571.57
17494,48,2024-12-04,207.17,93.9,695.17,1483.3,97.33,2576.87
17495,48,2024-12-05,669.59,190.05,734.13,386.17,79.91,2059.85
17496,48,2024-12-06,241.23,110.72,678.72,664.73,96.53,1791.93
17497,48,2024-12-07,414.09,89.48,110.99,160.81,76.05,851.42
17498,48,2024-12-08,781.56,182.85,919.53,1685.6,71.63,3641.17
17499,48,2024-12-09,866.76,119.46,817.53,551.36,79.04,2434.15
17500,48,2024-12-10,579.83,112.94,790.67,1240.4,22.89,2746.73
17501,48,2024-12-11,295.15,10.7,420.11,1470.49,55.72,2252.17
17502,48,2024-12-12,824.18,84.65,983.72,1851.28,24.15,3767.98
17503,48,2024-12-13,293.46,65.05,121.41,1858.22,40.25,2378.39
17504,48,2024-12-14,506.47,99.7,99.02,853.39,60.41,1618.99
17505,48,2024-12-15,739.24,45.33,881.06,1465.36,91.41,3222.4
17506,48,2024-12-16,110.4,139.02,775.14,1743.9,93.69,2862.15
17507,48,2024-12-17,364.71,52.56,631.8,519.4,93.04,1661.51
17508,48,2024-12-18,255.39,46.29,905.72,1850.88,52.06,3110.34
17509,48,2024-12-19,4.37,190.53,718.65,1170.26,19.67,2103.48
17510,48,2024-12-20,74.87,148.44,30.43,399.57,83.89,737.2
17511,48,2024-12-21,650.65,92.12,660.51,1719.22,17.27,3139.77
17512,48,2024-12-22,489.23,158.07,406.74,737.54,51.4,1842.98
17513,48,2024-12-23,639.37,189.8,631.68,1961.69,4.48,3427.02
17514,48,2024-12-24,785.2,104.05,779.19,104.45,63.45,1836.34
17515,48,2024-12-25,538.2,166.98,14.91,667.05,59.66,1446.8
17516,48,2024-12-26,266.83,172.66,54.76,175.2,34.63,704.08
17517,48,2024-12-27,8.01,27.96,561.0,1232.03,13.34,1842.34
17518,48,2024-12-28,877.6,159.57,269.03,1726.18,61.79,3094.17
17519,48,2024-12-29,475.35,136.54,369.71,163.95,66.94,1212.49
17520,48,2024-12-30,495.2,166.81,279.44,1432.15,4.89,2378.49
17521,49,2024-01-01,346.03,187.29,516.48,1062.01,92.62,2204.43
17522,49,2024-01-02,422.1,37.01,829.36,588.21,38.96,1915.64
17523,49,2024-01-03,25.96,45.31,709.6,1342.49,84.87,2208.23
17524,49,2024-01-04,61.3,31.82,738.36,486.12,83.83,1401.43
17525,49,2024-01-05,451.36,61.79,701.05,974.82,90.8,2279.82
17526,49,2024-01-06,957.94,7.84,293.26,1462.62,4.8,2726.46
17527,49,2024-01-07,460.11,93.96,928.45,1970.94,17.33,3470.79
17528,49,2024-01-08,223.14,115.37,119.77,949.14,11.11,1418.53
17529,49,2024-01-09,495.28,98.83,362.31,841.02,69.95,1867.39
17530,49,2024-01-10,481.52,163.98,522.67,1062.52,18.61,2249.3
17531,49,2024-01-11,823.46,32.85,424.9,131.6,38.2,1451.01
17532,49,2024-01-12,894.54,162.36,882.08,1513.92,35.91,3488.81
17533,49,2024-01-13,881.75,146.84,881.86,1365.51,63.0,3338.96
17534,49,2024-01-14,195.98,2.72,790.02,1967.26,79.31,3035.29
17535,49,2024-01-15,365.62,0.69,615.14,1040.04,51.69,2073.18
17536,49,2024-01-16,494.35,184.25,603.71,438.71,18.46,1739.48
17537,49,2024-01-17,635.66,48.67,133.63,1402.23,50.38,2270.57
17538,49,2024-01-18,619.64,185.18,857.28,694.48,14.44,2371.02
17539,49,2024-01-19,322.78,119.95,382.51,851.21,1.84,1678.29
17540,49,2024-01-20,859.57,17.18,769.01,1135.33,88.78,2869.87
17541,49,2024-01-21,210.42,54.32,219.58,464.53,28.86,977.71
17542,49,2024-01-22,363.08,38.14,270.99,1943.13,45.82,2661.16
17543,49,2024-01-23,298.77,134.12,686.0,916.93,98.65,2134.47
17544,49,2024-01-24,370.1,120.29,403.18,1164.84,46.08,2104.49
17545,49,2024-01-25,574.28,131.97,748.2,393.2,40.8,1888.45
17546,49,2024-01-26,489.49,99.95,983.51,1656.19,85.49,3314.63
17547,49,2024-01-27,431.43,72.47,612.79,8.93,70.46,1196.08
17548,49,2024-01-28,867.03,164.18,599.36,1350.32,76.12,3057.01
17549,49,2024-01-29,70.05,65.58,324.05,1543.78,73.14,2076.6
17550,49,2024-01-30,819.7,66.39,623.41,235.28,39.15,1783.93
17551,49,2024-01-31,826.86,100.84,191.39,303.98,3.78,1426.85
17552,49,2024-02-01,698.68,157.56,51.79,1418.4,85.93,2412.36
17553,49,2024-02-02,17.39,98.32,227.31,541.95,67.63,952.6
17554,49,2024-02-03,865.2,139.72,552.66,306.97,99.07,1963.62
17555,49,2024-02-04,447.7,181.67,632.31,612.54,77.24,1951.46
17556,49,2024-02-05,803.92,197.8,94.18,1347.78,4.21,2447.89
17557,49,2024-02-06,137.66,81.91,884.99,774.83,94.65,1974.04
17558,49,2024-02-07,233.76,61.98,812.83,1564.1,66.38,2739.05
17559,49,2024-02-08,610.06,57.56,95.43,1034.71,21.42,1819.18
17560,49,2024-02-09,631.14,84.65,1.1,755.2,62.65,1534.74
17561,49,2024-02-10,990.34,162.68,957.32,1193.64,85.06,3389.04
17562,49,2024-02-11,171.6,53.34,199.15,473.45,68.85,966.39
17563,49,2024-02-12,902.87,178.2,405.55,1779.05,34.64,3300.31
17564,49,2024-02-13,426.66,161.51,759.78,1857.02,61.47,3266.44
17565,49,2024-02-14,603.52,60.98,165.14,1502.6,90.52,2422.76
17566,49,2024-02-15,859.49,50.44,324.47,89.59,54.64,1378.63
17567,49,2024-02-16,616.62,50.79,751.61,238.42,83.29,1740.73
17568,49,2024-02-17,293.49,141.62,40.25,630.03,70.3,1175.69
17569,49,2024-02-18,382.63,94.87,168.21,868.29,42.18,1556.18
17570,49,2024-02-19,781.36,129.6,536.93,86.01,91.71,1625.61
17571,49,2024-02-20,223.35,158.12,871.83,732.42,86.67,2072.39
17572,49,2024-02-21,790.79,21.11,508.11,730.42,98.27,2148.7
17573,49,2024-02-22,248.17,20.14,561.85,1396.52,42.6,2269.28
17574,49,2024-02-23,702.74,68.54,657.56,1862.88,76.94,3368.66
17575,49,2024-02-24,0.15,186.98,792.05,1135.01,55.57,2169.76
17576,49,2024-02-25,934.28,159.38,703.42,1664.59,4.07,3465.74
17577,49,2024-02-26,96.27,84.7,27.42,1779.15,63.81,2051.35
17578,49,2024-02-27,127.91,51.59,908.53,1043.4,2.67,2134.1
17579,49,2024-02-28,871.31,171.98,737.07,844.08,86.61,2711.05
17580,49,2024-02-29,963.24,11.81,373.16,605.8,46.45,2000.46
17581,49,2024-03-01,708.63,26.82,70.82,419.69,89.74,1315.7
17582,49,2024-03-02,117.14,83.01,925.66,1915.54,77.5,3118.85
17583,49,2024-03-03,86.19,53.13,93.02,671.26,2.53,906.13
17584,49,2024-03-04,943.56,166.7,499.13,1996.4,66.33,3672.12
17585,49,2024-03-05,531.35,103.01,680.13,1657.47,76.79,3048.75
17586,49,2024-03-06,489.22,0.16,781.16,1297.88,14.45,2582.87
17587,49,2024-03-07,645.77,80.3,863.8,1013.53,36.86,2640.26
17588,49,2024-03-08,420.26,113.41,87.62,356.22,64.86,1042.37
17589,49,2024-03-09,955.6,167.49,619.71,1596.52,79.86,3419.18
17590,49,2024-03-10,429.23,12.98,816.81,1125.26,25.46,2409.74
17591,49,2024-03-11,792.71,137.37,919.33,852.05,67.54,2769.0
17592,49,2024-03-12,675.36,172.64,986.78,885.06,45.85,2765.69
17593,49,2024-03-13,119.77,16.09,245.44,1577.74,11.41,1970.45
17594,49,2024-03-14,964.22,126.68,935.24,1259.87,4.38,3290.39
17595,49,2024-03-15,419.69,134.89,617.98,1353.07,88.26,2613.89
17596,49,2024-03-16,217.36,8.21,981.41,1510.29,89.83,2807.1
17597,49,2024-03-17,634.43,44.41,640.62,1229.42,74.41,2623.29
17598,49,2024-03-18,994.78,137.78,170.77,932.12,25.71,2261.16
17599,49,2024-03-19,953.76,1.36,993.53,1299.78,68.61,3317.04
17600,49,2024-03-20,200.68,77.3,419.05,1912.71,17.44,2627.18
17601,49,2024-03-21,203.65,129.5,204.94,953.09,94.17,1585.35
17602,49,2024-03-22,422.79,121.75,578.65,1722.64,33.03,2878.86
17603,49,2024-03-23,869.87,83.52,872.19,1828.09,32.69,3686.36
17604,49,2024-03-24,61.2,133.64,736.22,244.49,58.94,1234.49
17605,49,2024-03-25,695.43,61.97,436.82,192.57,14.79,1401.58
17606,49,2024-03-26,851.46,65.88,433.22,1233.99,97.69,2682.24
17607,49,2024-03-27,832.46,134.32,13.43,159.68,16.92,1156.81
17608,49,2024-03-28,449.74,122.25,852.52,400.56,68.36,1893.43
17609,49,2024-03-29,926.36,18.09,598.35,1705.5,44.9,3293.2
17610,49,2024-03-30,268.04,150.6,950.12,465.15,71.75,1905.66
17611,49,2024-03-31,866.14,29.89,546.33,1601.66,41.75,3085.77
17612,49,2024-04-01,592.89,161.26,335.63,507.61,17.07,1614.46
17613,49,2024-04-02,777.22,152.86,301.87,1511.01,42.34,2785.3
17614,49,2024-04-03,254.62,13.83,567.24,178.76,87.74,1102.19
17615,49,2024-04-04,998.61,157.24,756.59,1730.0,49.99,3692.43
17616,49,2024-04-05,60.14,60.52,253.67,1577.74,36.3,1988.37
17617,49,2024-04-06,239.8,79.83,561.55,406.19,81.27,1368.64
17618,49,2024-04-07,745.44,56.33,561.76,1733.06,48.3,3144.89
17619,49,2024-04-08,675.98,187.78,689.53,357.41,83.69,1994.39
17620,49,2024-04-09,328.27,12.74,951.93,1926.09,47.73,3266.76
17621,49,2024-04-10,982.39,41.68,790.38,1894.87,4.92,3714.24
17622,49,2024-04-11,618.65,88.97,351.29,1557.35,15.59,2631.85
17623,49,2024-04-12,170.17,161.92,750.61,565.23,48.19,1696.12
17624,49,2024-04-13,87.96,154.26,585.1,1165.21,32.28,2024.81
17625,49,2024-04-14,401.63,187.64,0.61,1843.16,61.23,2494.27
17626,49,2024-04-15,365.24,54.38,403.49,1874.3,12.63,2710.04
17627,49,2024-04-16,138.86,147.28,25.91,1425.94,90.95,1828.94
17628,49,2024-04-17,889.08,38.64,727.9,789.58,50.52,2495.72
17629,49,2024-04-18,233.96,141.87,419.06,1326.07,51.35,2172.31
17630,49,2024-04-19,29.94,18.67,961.03,1848.82,11.41,2869.87
17631,49,2024-04-20,829.45,163.34,41.6,1748.67,76.46,2859.52
17632,49,2024-04-21,220.6,87.79,556.18,1184.46,57.28,2106.31
17633,49,2024-04-22,422.51,143.29,597.85,1543.24,41.57,2748.46
17634,49,2024-04-23,287.56,63.04,995.88,652.73,10.17,2009.38
17635,49,2024-04-24,227.86,114.32,192.35,257.64,85.31,877.48
17636,49,2024-04-25,664.74,160.93,349.58,1625.88,83.39,2884.52
17637,49,2024-04-26,392.83,131.68,289.63,1154.49,50.95,2019.58
17638,49,2024-04-27,652.48,126.88,66.57,1618.79,38.69,2503.41
17639,49,2024-04-28,388.0,21.68,927.63,1949.32,27.48,3314.11
17640,49,2024-04-29,796.43,24.37,89.79,1562.04,53.76,2526.39
17641,49,2024-04-30,925.24,57.93,357.77,286.75,73.16,1700.85
17642,49,2024-05-01,862.82,91.91,617.6,282.84,55.51,1910.68
17643,49,2024-05-02,442.63,195.17,597.8,1533.37,41.34,2810.31
17644,49,2024-05-03,870.18,185.89,139.22,594.65,9.04,1798.98
17645,49,2024-05-04,466.74,47.42,491.54,1618.08,7.07,2630.85
17646,49,2024-05-05,51.42,77.1,447.53,506.69,10.01,1092.75
17647,49,2024-05-06,392.66,169.27,568.72,1082.2,10.45,2223.3
17648,49,2024-05-07,298.97,152.07,532.75,1355.88,45.6,2385.27
17649,49,2024-05-08,903.37,82.69,43.21,136.53,77.11,1242.91
17650,49,2024-05-09,908.96,138.61,422.19,1123.79,73.49,2667.04
17651,49,2024-05-10,8.26,137.27,369.26,8.68,66.53,590.0
17652,49,2024-05-11,64.77,47.15,879.0,1540.09,1.52,2532.53
17653,49,2024-05-12,871.54,78.86,724.63,890.34,99.45,2664.82
17654,49,2024-05-13,664.81,11.2,239.08,589.0,79.1,1583.19
17655,49,2024-05-14,593.24,147.33,739.53,276.97,65.22,1822.29
17656,49,2024-05-15,493.16,158.64,756.51,99.94,88.68,1596.93
17657,49,2024-05-16,621.83,171.87,605.01,1920.99,64.89,3384.59
17658,49,2024-05-17,72.58,83.23,311.38,985.72,93.45,1546.36
17659,49,2024-05-18,593.47,163.2,0.64,1435.17,86.16,2278.64
17660,49,2024-05-19,313.48,32.86,526.83,330.1,63.45,1266.72
17661,49,2024-05-20,12.32,127.75,849.81,856.43,7.18,1853.49
17662,49,2024-05-21,3.77,187.02,816.79,1507.83,10.68,2526.09
17663,49,2024-05-22,483.83,16.35,285.17,1643.82,14.97,2444.14
17664,49,2024-05-23,21.98,112.72,935.24,897.77,90.42,2058.13
17665,49,2024-05-24,713.98,160.97,95.1,433.23,92.04,1495.32
17666,49,2024-05-25,192.27,45.65,670.7,138.9,17.91,1065.43
17667,49,2024-05-26,203.64,80.11,477.51,623.81,24.99,1410.06
17668,49,2024-05-27,5.28,142.26,550.82,761.13,7.72,1467.21
17669,49,2024-05-28,320.42,81.26,167.19,150.02,74.1,792.99
17670,49,2024-05-29,984.12,6.19,321.95,541.84,64.33,1918.43
17671,49,2024-05-30,852.05,68.03,87.25,1798.88,6.36,2812.57
17672,49,2024-05-31,862.55,71.53,604.11,469.53,96.09,2103.81
17673,49,2024-06-01,860.67,150.87,521.29,679.81,37.68,2250.32
17674,49,2024-06-02,606.0,11.19,611.0,601.84,72.48,1902.51
17675,49,2024-06-03,185.12,184.11,609.26,72.22,13.15,1063.86
17676,49,2024-06-04,877.8,30.84,310.81,1956.13,51.33,3226.91
17677,49,2024-06-05,698.75,131.18,874.92,340.14,89.02,2134.01
17678,49,2024-06-06,146.5,20.79,626.58,1087.09,89.73,1970.69
17679,49,2024-06-07,780.68,164.1,221.57,1635.31,41.6,2843.26
17680,49,2024-06-08,925.26,31.45,177.41,1428.38,17.92,2580.42
17681,49,2024-06-09,227.65,21.96,502.64,1016.93,27.68,1796.86
17682,49,2024-06-10,473.03,175.0,935.0,531.89,51.52,2166.44
17683,49,2024-06-11,669.58,83.75,207.54,1662.01,87.7,2710.58
17684,49,2024-06-12,799.41,133.68,331.6,1127.24,27.83,2419.76
17685,49,2024-06-13,666.5,150.84,612.78,390.05,61.11,1881.28
17686,49,2024-06-14,964.28,126.76,840.28,1264.62,71.16,3267.1
17687,49,2024-06-15,119.59,38.19,754.54,1432.9,73.47,2418.69
17688,49,2024-06-16,525.51,26.84,438.64,700.61,7.05,1698.65
17689,49,2024-06-17,647.4,188.51,950.35,1042.21,17.03,2845.5
17690,49,2024-06-18,269.36,107.16,603.9,130.0,92.75,1203.17
17691,49,2024-06-19,283.47,130.21,182.63,1627.92,89.38,2313.61
17692,49,2024-06-20,524.88,186.4,515.27,770.14,38.57,2035.26
17693,49,2024-06-21,563.84,47.36,176.73,506.88,53.38,1348.19
17694,49,2024-06-22,376.4,100.79,154.15,1890.09,55.6,2577.03
17695,49,2024-06-23,458.28,50.75,332.01,1192.08,83.13,2116.25
17696,49,2024-06-24,330.37,103.58,382.85,994.08,3.84,1814.72
17697,49,2024-06-25,100.07,124.74,841.4,122.62,76.2,1265.03
17698,49,2024-06-26,590.27,51.97,970.73,1434.23,62.21,3109.41
17699,49,2024-06-27,2.13,189.9,952.14,30.5,27.73,1202.4
